bcr_sample_barcode	bcr_analyte_barcode	a260_a280_ratio	amount	analyte_type	concentration	gel_image_file	spectrophotometer_method	well_number
TCGA-AN-A0FG-10A	TCGA-AN-A0FG-10A-01D	1.95	53.72	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FJ-01A	TCGA-AN-A0FJ-01A-11D	1.92	62.25	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FJ-01A	TCGA-AN-A0FJ-01A-11R	1.78	60.87	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FJ-10A	TCGA-AN-A0FJ-10A-01D	2.00	9.47	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FK-01A	TCGA-AN-A0FK-01A-11D	1.80	60.83	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FK-01A	TCGA-AN-A0FK-01A-11R	1.81	28.62	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FK-10A	TCGA-AN-A0FK-10A-01D	2.02	32.30	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FL-01A	TCGA-AN-A0FL-01A-11D	2.02	42.50	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FL-01A	TCGA-AN-A0FL-01A-11R	1.81	29.40	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FL-10A	TCGA-AN-A0FL-10A-01D	2.06	15.58	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FN-01A	TCGA-AN-A0FN-01A-11D	1.93	20.06	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FN-01A	TCGA-AN-A0FN-01A-11R	1.86	22.20	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FN-10A	TCGA-AN-A0FN-10A-01D	2.00	39.70	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FS-01A	TCGA-AN-A0FS-01A-11D	1.97	36.21	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FS-01A	TCGA-AN-A0FS-01A-11R	1.74	15.52	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FS-10A	TCGA-AN-A0FS-10A-01D	1.95	39.63	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FT-01A	TCGA-AN-A0FT-01A-11D	2.08	45.97	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FT-01A	TCGA-AN-A0FT-01A-11R	1.88	30.03	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FT-10A	TCGA-AN-A0FT-10A-01D	1.88	31.80	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FV-01A	TCGA-AN-A0FV-01A-11D	2.09	27.46	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FV-01A	TCGA-AN-A0FV-01A-11R	1.82	34.82	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FV-10A	TCGA-AN-A0FV-10A-01D	1.95	7.10	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FW-01A	TCGA-AN-A0FW-01A-11D	2.03	23.05	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FW-01A	TCGA-AN-A0FW-01A-11R	1.88	14.11	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FW-10A	TCGA-AN-A0FW-10A-01D	1.95	47.55	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FX-01A	TCGA-AN-A0FX-01A-11D	2.02	35.97	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FX-01A	TCGA-AN-A0FX-01A-11R	1.81	29.65	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FX-10A	TCGA-AN-A0FX-10A-01D	2.00	37.35	DNA	0.18	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FY-01A	TCGA-AN-A0FY-01A-11D	2.05	97.36	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FY-01A	TCGA-AN-A0FY-01A-11R	1.82	41.87	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FY-10A	TCGA-AN-A0FY-10A-01D	2.00	59.04	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FZ-01A	TCGA-AN-A0FZ-01A-11D	1.95	59.60	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FZ-01A	TCGA-AN-A0FZ-01A-11R	1.86	48.32	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0FZ-10A	TCGA-AN-A0FZ-10A-01D	1.77	65.61	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0G0-01A	TCGA-AN-A0G0-01A-11D	1.97	55.42	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0G0-01A	TCGA-AN-A0G0-01A-11R	1.73	99.17	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0G0-10A	TCGA-AN-A0G0-10A-01D	1.95	34.32	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XL-01A	TCGA-AN-A0XL-01A-11D	2.34	28.75	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XL-01A	TCGA-AN-A0XL-01A-11R	1.90	12.75	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XL-10A	TCGA-AN-A0XL-10A-01D	1.54	76.40	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XN-01A	TCGA-AN-A0XN-01A-21D	2.00	30.64	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XN-01A	TCGA-AN-A0XN-01A-21R	1.81	25.69	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XN-10A	TCGA-AN-A0XN-10A-01D	2.00	99.55	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XO-01A	TCGA-AN-A0XO-01A-11D	1.90	27.16	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XO-01A	TCGA-AN-A0XO-01A-11R	1.81	20.78	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XO-10A	TCGA-AN-A0XO-10A-01D	2.05	45.60	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XP-01A	TCGA-AN-A0XP-01A-11D	1.94	13.72	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XP-01A	TCGA-AN-A0XP-01A-11R	1.83	13.98	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XP-10A	TCGA-AN-A0XP-10A-01D	2.03	31.28	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XR-01A	TCGA-AN-A0XR-01A-11D	1.97	41.07	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XR-01A	TCGA-AN-A0XR-01A-11R	1.85	33.02	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XR-10A	TCGA-AN-A0XR-10A-01D	1.91	80.13	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XS-01A	TCGA-AN-A0XS-01A-22D	2.03	45.75	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XS-01A	TCGA-AN-A0XS-01A-22R	1.89	18.33	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XS-10A	TCGA-AN-A0XS-10A-01D	2.23	165.85	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XT-01A	TCGA-AN-A0XT-01A-11D	1.97	32.13	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XT-01A	TCGA-AN-A0XT-01A-11R	1.76	14.28	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XT-10A	TCGA-AN-A0XT-10A-01D	1.97	82.52	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XU-01A	TCGA-AN-A0XU-01A-11D	1.90	64.88	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XU-01A	TCGA-AN-A0XU-01A-11R	1.68	69.63	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XU-10A	TCGA-AN-A0XU-10A-01D	1.90	39.22	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XV-01A	TCGA-AN-A0XV-01A-11D	1.91	54.64	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XV-01A	TCGA-AN-A0XV-01A-11R	1.70	36.18	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XV-10A	TCGA-AN-A0XV-10A-01D	1.89	52.92	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XW-01A	TCGA-AN-A0XW-01A-11D	1.93	68.05	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XW-01A	TCGA-AN-A0XW-01A-11R	1.65	63.29	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AN-A0XW-10A	TCGA-AN-A0XW-10A-01D	2.06	51.22	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03L-01A	TCGA-AO-A03L-01A-41D	2.08	62.02	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03L-01A	TCGA-AO-A03L-01A-41R	1.77	35.50	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03L-10A	TCGA-AO-A03L-10A-01D	1.95	29.12	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03M-01B	TCGA-AO-A03M-01B-11D	1.97	24.63	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03M-01B	TCGA-AO-A03M-01B-11R	1.80	13.69	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03M-10A	TCGA-AO-A03M-10A-01D	1.97	8.24	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03N-01B	TCGA-AO-A03N-01B-11D	1.95	17.51	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03N-01B	TCGA-AO-A03N-01B-11R	1.90	13.25	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03N-10A	TCGA-AO-A03N-10A-01D	1.74	20.65	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03O-01A	TCGA-AO-A03O-01A-11D	1.89	59.64	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03O-01A	TCGA-AO-A03O-01A-11R	1.83	40.93	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03O-10A	TCGA-AO-A03O-10A-01D	1.72	24.73	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03P-01A	TCGA-AO-A03P-01A-11D	1.87	59.42	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03P-01A	TCGA-AO-A03P-01A-11R	1.86	46.14	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03P-10A	TCGA-AO-A03P-10A-01D	1.86	16.17	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03R-01A	TCGA-AO-A03R-01A-21D	1.88	39.69	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03R-01A	TCGA-AO-A03R-01A-21R	1.87	15.52	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03R-10A	TCGA-AO-A03R-10A-01D	1.75	22.59	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03T-01A	TCGA-AO-A03T-01A-21D	2.00	29.34	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03T-01A	TCGA-AO-A03T-01A-21R	1.66	17.56	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03T-10A	TCGA-AO-A03T-10A-01D	1.96	24.61	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03U-01B	TCGA-AO-A03U-01B-21D	1.93	60.94	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03U-01B	TCGA-AO-A03U-01B-21R	1.84	59.47	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03U-10A	TCGA-AO-A03U-10A-01D	1.76	28.23	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03V-01A	TCGA-AO-A03V-01A-11D	1.95	32.62	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03V-01A	TCGA-AO-A03V-01A-11R	1.76	12.81	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A03V-10A	TCGA-AO-A03V-10A-01D	1.93	25.16	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J2-01A	TCGA-AO-A0J2-01A-11D	2.03	77.70	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J2-01A	TCGA-AO-A0J2-01A-11R	1.77	49.00	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J2-10A	TCGA-AO-A0J2-10A-01D	1.90	84.49	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J3-01A	TCGA-AO-A0J3-01A-11D	2.00	97.03	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J3-01A	TCGA-AO-A0J3-01A-11R	1.76	57.00	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J3-10A	TCGA-AO-A0J3-10A-01D	1.96	50.44	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J4-01A	TCGA-AO-A0J4-01A-11D	1.86	78.64	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J4-01A	TCGA-AO-A0J4-01A-11R	1.74	49.10	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J4-10A	TCGA-AO-A0J4-10A-01D	1.95	111.50	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J5-01A	TCGA-AO-A0J5-01A-11D	1.87	25.67	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J5-01A	TCGA-AO-A0J5-01A-11R	1.76	18.56	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J5-10A	TCGA-AO-A0J5-10A-01D	1.93	56.19	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J6-01A	TCGA-AO-A0J6-01A-11D	2.00	73.05	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J6-01A	TCGA-AO-A0J6-01A-11R	1.78	80.36	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J6-10A	TCGA-AO-A0J6-10A-01D	1.80	57.92	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J7-01A	TCGA-AO-A0J7-01A-11D	2.00	81.80	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J7-01A	TCGA-AO-A0J7-01A-11R	1.78	46.21	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J7-10A	TCGA-AO-A0J7-10A-01D	1.88	36.14	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J8-01A	TCGA-AO-A0J8-01A-21D	2.02	20.06	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J8-01A	TCGA-AO-A0J8-01A-21R	1.78	22.78	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J8-10A	TCGA-AO-A0J8-10A-01D	1.79	140.93	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J9-01A	TCGA-AO-A0J9-01A-11D	1.95	17.46	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J9-01A	TCGA-AO-A0J9-01A-11R	1.74	12.74	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0J9-10A	TCGA-AO-A0J9-10A-01D	1.91	45.59	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JA-01A	TCGA-AO-A0JA-01A-11D	1.98	28.00	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JA-01A	TCGA-AO-A0JA-01A-11R	1.85	32.24	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JA-10A	TCGA-AO-A0JA-10A-01D	2.05	84.16	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JB-01A	TCGA-AO-A0JB-01A-11D	1.91	22.58	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JB-01A	TCGA-AO-A0JB-01A-11R	1.77	17.00	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JB-10A	TCGA-AO-A0JB-10A-01D	2.09	50.52	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JC-01A	TCGA-AO-A0JC-01A-11D	1.85	96.31	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JC-01A	TCGA-AO-A0JC-01A-11R	1.82	45.81	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JC-10A	TCGA-AO-A0JC-10A-01D	1.84	100.76	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JD-01A	TCGA-AO-A0JD-01A-11D	1.85	35.33	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JD-01A	TCGA-AO-A0JD-01A-11R	1.93	30.28	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JD-10A	TCGA-AO-A0JD-10A-01D	1.93	20.06	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JE-01A	TCGA-AO-A0JE-01A-11D	1.85	47.04	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JE-01A	TCGA-AO-A0JE-01A-11R	1.76	47.98	RNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JE-10A	TCGA-AO-A0JE-10A-01D	1.83	73.95	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JF-01A	TCGA-AO-A0JF-01A-11D	1.91	16.97	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JF-01A	TCGA-AO-A0JF-01A-11R	1.77	14.74	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JF-10A	TCGA-AO-A0JF-10A-01D	1.83	33.53	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JG-01A	TCGA-AO-A0JG-01A-31D	2.08	66.80	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JG-01A	TCGA-AO-A0JG-01A-31R	1.96	30.18	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JG-10A	TCGA-AO-A0JG-10A-01D	1.63	38.74	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JI-01A	TCGA-AO-A0JI-01A-21D	1.87	48.18	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JI-01A	TCGA-AO-A0JI-01A-21R	1.73	19.85	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JI-10A	TCGA-AO-A0JI-10A-01D	2.17	38.74	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JJ-01A	TCGA-AO-A0JJ-01A-11D	1.87	29.04	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JJ-01A	TCGA-AO-A0JJ-01A-11R	1.74	18.11	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JJ-10A	TCGA-AO-A0JJ-10A-01D	1.71	96.10	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JL-01A	TCGA-AO-A0JL-01A-11D	1.89	48.13	DNA	0.13	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JL-01A	TCGA-AO-A0JL-01A-11R	1.74	42.98	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JL-10A	TCGA-AO-A0JL-10A-01D	2.00	42.91	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JM-01A	TCGA-AO-A0JM-01A-21D	2.00	47.52	DNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JM-01A	TCGA-AO-A0JM-01A-21R	1.75	43.86	RNA	0.14	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A0JM-10A	TCGA-AO-A0JM-10A-01D	1.98	29.16	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A124-01A	TCGA-AO-A124-01A-11D	2.03	73.81	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A124-01A	TCGA-AO-A124-01A-11R	1.85	62.21	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A124-10A	TCGA-AO-A124-10A-01D	2.00	28.55	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A125-01A	TCGA-AO-A125-01A-11D	2.02	96.61	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A125-01A	TCGA-AO-A125-01A-11R	1.85	76.32	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A125-10A	TCGA-AO-A125-10A-01D	2.00	29.08	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A126-01A	TCGA-AO-A126-01A-11D	1.98	34.83	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A126-01A	TCGA-AO-A126-01A-11R	1.79	23.48	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A126-10A	TCGA-AO-A126-10A-01D	1.93	23.87	DNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A128-01A	TCGA-AO-A128-01A-11D	2.05	89.97	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A128-01A	TCGA-AO-A128-01A-11R	1.85	73.41	RNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A128-10A	TCGA-AO-A128-10A-01D	1.93	29.47	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A129-01A	TCGA-AO-A129-01A-21D	1.97	58.50	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A129-01A	TCGA-AO-A129-01A-21R	1.83	64.31	RNA	0.17	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A129-10A	TCGA-AO-A129-10A-01D	1.95	25.46	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A12A-01A	TCGA-AO-A12A-01A-21D	1.91	63.36	DNA	0.16	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A12A-01A	TCGA-AO-A12A-01A-21R	2.04	46.22	RNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
TCGA-AO-A12A-10A	TCGA-AO-A12A-10A-01D	1.93	23.84	DNA	0.15	https://sharedoc.nchri.org/tcga-bcr/default.aspx	null	null
